KEM_ALG,Handshake_ID,Bytes_Total
P-256,1,3963
P-256,2,3963
P-256,3,3963
P-256,4,3963
P-256,5,3963
P-256,6,3963
P-256,7,3963
P-256,8,3963
P-256,9,3963
P-256,10,3963
P-256,11,3963
P-256,12,3963
P-256,13,3963
P-256,14,3963
P-256,15,3963
P-256,16,3963
P-256,17,3963
P-256,18,3963
P-256,19,3963
P-256,20,3963
P-256,21,3963
P-256,22,3963
P-256,23,3963
P-256,24,3963
P-256,25,3963
P-256,26,3963
P-256,27,3963
P-256,28,3963
P-256,29,3963
P-256,30,3963
P-256,31,3963
P-256,32,3963
P-256,33,3963
P-256,34,3963
P-256,35,5225
P-256,36,3963
P-256,37,3963
P-256,38,3963
P-256,39,3963
P-256,40,3963
P-256,41,3963
P-256,42,3963
P-256,43,3963
P-256,44,3963
P-256,45,3963
P-256,46,3963
P-256,47,3963
P-256,48,3963
P-256,49,3963
P-256,50,3963
P-256,51,3963
P-256,52,3963
P-256,53,3963
P-256,54,3963
P-256,55,3963
P-256,56,3963
P-256,57,3963
P-256,58,3963
P-256,59,3963
P-256,60,3963
P-256,61,3963
P-256,62,3963
P-256,63,3963
P-256,64,3963
P-256,65,3963
P-256,66,3963
P-256,67,3963
P-256,68,3963
P-256,69,3963
P-256,70,3963
P-256,71,3963
P-256,72,3963
P-256,73,3963
P-256,74,3963
P-256,75,3963
P-256,76,3963
P-256,77,3963
P-256,78,3963
P-256,79,6664
P-256,80,3963
P-256,81,3963
P-256,82,3963
P-256,83,3963
P-256,84,3963
P-256,85,3963
P-256,86,3963
P-256,87,3963
P-256,88,3963
P-256,89,3963
P-256,90,3963
P-256,91,3963
P-256,92,3963
P-256,93,3963
P-256,94,3963
P-256,95,3963
P-256,96,3963
P-256,97,3963
P-256,98,3963
P-256,99,3963
P-256,100,6664
P-256,101,3963
P-256,102,3963
P-256,103,3963
P-256,104,3963
P-256,105,5225
P-256,106,3963
P-256,107,3963
P-256,108,3963
P-256,109,3963
P-256,110,3963
P-256,111,3963
P-256,112,3963
P-256,113,3963
P-256,114,3963
P-256,115,3963
P-256,116,3963
P-256,117,3963
P-256,118,3963
P-256,119,3963
P-256,120,3963
P-256,121,3963
P-256,122,3963
P-256,123,3963
P-256,124,3963
P-256,125,3963
P-256,126,3963
P-256,127,3963
P-256,128,3963
P-256,129,6664
P-256,130,3963
P-256,131,3963
P-256,132,3963
P-256,133,3963
P-256,134,3963
P-256,135,3963
P-256,136,3963
P-256,137,3963
P-256,138,3963
P-256,139,3963
P-256,140,3963
P-256,141,3963
P-256,142,3963
P-256,143,3963
P-256,144,3963
P-256,145,5225
P-256,146,3963
P-256,147,3963
P-256,148,3963
P-256,149,3963
P-256,150,3963
P-256,151,3963
P-256,152,3963
P-256,153,5225
P-256,154,3963
P-256,155,5225
P-256,156,3963
P-256,157,3963
P-256,158,6664
P-256,159,3963
P-256,160,3963
P-256,161,3963
P-256,162,3963
P-256,163,3963
P-256,164,3963
P-256,165,3963
P-256,166,3963
P-256,167,3963
P-256,168,3963
P-256,169,3963
P-256,170,3963
P-256,171,3963
P-256,172,5225
P-256,173,6664
P-256,174,3963
P-256,175,3963
P-256,176,3963
P-256,177,3963
P-256,178,3963
P-256,179,3963
P-256,180,6664
P-256,181,3963
P-256,182,3963
P-256,183,3963
P-256,184,3963
P-256,185,3963
P-256,186,3963
P-256,187,5225
P-256,188,3963
P-256,189,3963
P-256,190,3963
P-256,191,3963
P-256,192,3963
P-256,193,3963
P-256,194,3963
P-256,195,3963
P-256,196,3963
P-256,197,3963
P-256,198,3963
P-256,199,3963
P-256,200,3963
P-256,201,3963
P-256,202,3963
P-256,203,3963
P-256,204,3963
P-256,205,3963
P-256,206,3963
P-256,207,3963
P-256,208,3963
P-256,209,3963
P-256,210,3963
P-256,211,3963
P-256,212,3963
P-256,213,3963
P-256,214,3963
P-256,215,3963
P-256,216,5225
P-256,217,3963
P-256,218,3963
P-256,219,3963
P-256,220,3963
P-256,221,3963
P-256,222,3963
P-256,223,3963
P-256,224,3963
P-256,225,3963
P-256,226,3963
P-256,227,3963
P-256,228,3963
P-256,229,3963
P-256,230,3963
P-256,231,3963
P-256,232,3963
P-256,233,3963
P-256,234,5225
P-256,235,5225
P-256,236,3963
P-256,237,3963
P-256,238,3963
P-256,239,3963
P-256,240,3963
P-256,241,3963
P-256,242,3963
P-256,243,3963
P-256,244,3963
P-256,245,3963
P-256,246,3963
P-256,247,3963
P-256,248,3963
P-256,249,5225
P-256,250,3963
P-256,251,3963
P-256,252,3963
P-256,253,3963
P-256,254,3963
P-256,255,3963
P-256,256,3963
P-256,257,3963
P-256,258,3963
P-256,259,3963
P-256,260,3963
P-256,261,3963
P-256,262,3963
P-256,263,3963
P-256,264,3963
P-256,265,3963
P-256,266,6664
P-256,267,3963
P-256,268,3963
P-256,269,3963
P-256,270,3963
P-256,271,3963
P-256,272,3963
P-256,273,3963
P-256,274,3963
P-256,275,3963
P-256,276,3963
P-256,277,3963
P-256,278,3963
P-256,279,3963
P-256,280,3963
P-256,281,3963
P-256,282,3963
P-256,283,3963
P-256,284,3963
P-256,285,3963
P-256,286,6664
P-256,287,3963
P-256,288,3963
P-256,289,3963
P-256,290,3963
P-256,291,3963
P-256,292,3963
P-256,293,3963
P-256,294,3963
P-256,295,3963
P-256,296,3963
P-256,297,3963
P-256,298,3963
P-256,299,3963
P-256,300,5225
P-256,301,3963
P-256,302,3963
P-256,303,6664
P-256,304,3963
P-256,305,3963
P-256,306,3963
P-256,307,3963
P-256,308,3963
P-256,309,6664
P-256,310,3963
P-256,311,3963
P-256,312,3963
P-256,313,3963
P-256,314,3963
P-256,315,3963
P-256,316,3963
P-256,317,3963
P-256,318,3963
P-256,319,3963
P-256,320,3963
P-256,321,3963
P-256,322,3963
P-256,323,3963
P-256,324,3963
P-256,325,3963
P-256,326,3963
P-256,327,3963
P-256,328,3963
P-256,329,3963
P-256,330,3963
P-256,331,3963
P-256,332,5225
P-256,333,3963
P-256,334,3963
P-256,335,3963
P-256,336,5225
P-256,337,3963
P-256,338,3963
P-256,339,3963
P-256,340,3963
P-256,341,5225
P-256,342,3963
P-256,343,3963
P-256,344,3963
P-256,345,3963
P-256,346,3963
P-256,347,3963
P-256,348,3963
P-256,349,3963
P-256,350,3963
P-256,351,3963
P-256,352,3963
P-256,353,3963
P-256,354,3963
P-256,355,3963
P-256,356,3963
P-256,357,3963
P-256,358,3963
P-256,359,3963
P-256,360,3963
P-256,361,3963
P-256,362,5225
P-256,363,3963
P-256,364,3963
P-256,365,5225
P-256,366,3963
P-256,367,3963
P-256,368,3963
P-256,369,3963
P-256,370,3963
P-256,371,3963
P-256,372,3963
P-256,373,3963
P-256,374,3963
P-256,375,3963
P-256,376,3963
P-256,377,3963
P-256,378,3963
P-256,379,3963
P-256,380,3963
P-256,381,3963
P-256,382,3963
P-256,383,6664
P-256,384,3963
P-256,385,3963
P-256,386,3963
P-256,387,3963
P-256,388,6664
P-256,389,3963
P-256,390,3963
P-256,391,3963
P-256,392,3963
P-256,393,3963
P-256,394,3963
P-256,395,3963
P-256,396,3963
P-256,397,3963
P-256,398,3963
P-256,399,3963
P-256,400,6664
P-256,401,3963
P-256,402,3963
P-256,403,3963
P-256,404,3963
P-256,405,3963
P-256,406,5225
P-256,407,3963
P-256,408,7926
P-256,409,3963
P-256,410,3963
P-256,411,3963
P-256,412,3963
P-256,413,3963
P-256,414,3963
P-256,415,3963
P-256,416,3963
P-256,417,3963
P-256,418,3963
P-256,419,3963
P-256,420,3963
P-256,421,3963
P-256,422,3963
P-256,423,3963
P-256,424,3963
P-256,425,3963
P-256,426,3963
P-256,427,6664
P-256,428,3963
P-256,429,3963
P-256,430,3963
P-256,431,3963
P-256,432,3963
P-256,433,5225
P-256,434,3963
P-256,435,3963
P-256,436,3963
P-256,437,3963
P-256,438,6664
P-256,439,3963
P-256,440,3963
P-256,441,3963
P-256,442,3963
P-256,443,5225
P-256,444,3963
P-256,445,3963
P-256,446,3963
P-256,447,3963
P-256,448,3963
P-256,449,3963
P-256,450,6664
P-256,451,3963
P-256,452,3963
P-256,453,7926
P-256,454,3963
P-256,455,3963
P-256,456,5225
P-256,457,3963
P-256,458,5225
P-256,459,3963
P-256,460,3963
P-256,461,3963
P-256,462,3963
P-256,463,3963
P-256,464,6664
P-256,465,3963
P-256,466,3963
P-256,467,3963
P-256,468,3963
P-256,469,5225
P-256,470,3963
P-256,471,3963
P-256,472,3963
P-256,473,3963
P-256,474,3963
P-256,475,3963
P-256,476,3963
P-256,477,3963
P-256,478,3963
P-256,479,3963
P-256,480,3963
x25519,1,3963
x25519,2,3963
x25519,3,3963
x25519,4,3963
x25519,5,3963
x25519,6,3963
x25519,7,3963
x25519,8,3963
x25519,9,3963
x25519,10,3963
x25519,11,3963
x25519,12,3963
x25519,13,3963
x25519,14,3963
x25519,15,3963
x25519,16,3963
x25519,17,3963
x25519,18,3963
x25519,19,3963
x25519,20,3963
x25519,21,3963
x25519,22,3963
x25519,23,3963
x25519,24,6664
x25519,25,3963
x25519,26,6664
x25519,27,3963
x25519,28,3963
x25519,29,3963
x25519,30,3963
x25519,31,3963
x25519,32,3963
x25519,33,3963
x25519,34,3963
x25519,35,3963
x25519,36,3963
x25519,37,3963
x25519,38,3963
x25519,39,3963
x25519,40,3963
x25519,41,3963
x25519,42,3963
x25519,43,3963
x25519,44,3963
x25519,45,3963
x25519,46,3963
x25519,47,3963
x25519,48,3963
x25519,49,5225
x25519,50,3963
x25519,51,3963
x25519,52,3963
x25519,53,3963
x25519,54,3963
x25519,55,3963
x25519,56,5225
x25519,57,5225
x25519,58,3963
x25519,59,3963
x25519,60,3963
x25519,61,3963
x25519,62,3963
x25519,63,3963
x25519,64,3963
x25519,65,3963
x25519,66,3963
x25519,67,3963
x25519,68,3963
x25519,69,3963
x25519,70,3963
x25519,71,3963
x25519,72,3963
x25519,73,3963
x25519,74,3963
x25519,75,3963
x25519,76,3963
x25519,77,3963
x25519,78,3963
x25519,79,3963
x25519,80,3963
x25519,81,3963
x25519,82,3963
x25519,83,3963
x25519,84,3963
x25519,85,3963
x25519,86,3963
x25519,87,6664
x25519,88,3963
x25519,89,3963
x25519,90,3963
x25519,91,3963
x25519,92,3963
x25519,93,3963
x25519,94,3963
x25519,95,3963
x25519,96,3963
x25519,97,3963
x25519,98,3963
x25519,99,3963
x25519,100,3963
x25519,101,3963
x25519,102,3963
x25519,103,3963
x25519,104,3963
x25519,105,3963
x25519,106,3963
x25519,107,3963
x25519,108,3963
x25519,109,3963
x25519,110,3963
x25519,111,3963
x25519,112,3963
x25519,113,3963
x25519,114,3963
x25519,115,3963
x25519,116,3963
x25519,117,3963
x25519,118,3963
x25519,119,3963
x25519,120,3963
x25519,121,3963
x25519,122,3963
x25519,123,3963
x25519,124,3963
x25519,125,3963
x25519,126,3963
x25519,127,3963
x25519,128,3963
x25519,129,3963
x25519,130,3963
x25519,131,3963
x25519,132,6664
x25519,133,3963
x25519,134,3963
x25519,135,3963
x25519,136,3963
x25519,137,6664
x25519,138,3963
x25519,139,3963
x25519,140,3963
x25519,141,3963
x25519,142,3963
x25519,143,3963
x25519,144,6664
x25519,145,3963
x25519,146,3963
x25519,147,3963
x25519,148,3963
x25519,149,3963
x25519,150,3963
x25519,151,3963
x25519,152,3963
x25519,153,3963
x25519,154,3963
x25519,155,3963
x25519,156,3963
x25519,157,3963
x25519,158,3963
x25519,159,3963
x25519,160,3963
x25519,161,3963
x25519,162,3963
x25519,163,3963
x25519,164,3963
x25519,165,3963
x25519,166,3963
x25519,167,3963
x25519,168,3963
x25519,169,3963
x25519,170,3963
x25519,171,3963
x25519,172,3963
x25519,173,5225
x25519,174,3963
x25519,175,3963
x25519,176,3963
x25519,177,3963
x25519,178,3963
x25519,179,3963
x25519,180,3963
x25519,181,3963
x25519,182,3963
x25519,183,3963
x25519,184,3963
x25519,185,6664
x25519,186,3963
x25519,187,3963
x25519,188,3963
x25519,189,3963
x25519,190,3963
x25519,191,3963
x25519,192,3963
x25519,193,3963
x25519,194,6664
x25519,195,3963
x25519,196,3963
x25519,197,3963
x25519,198,6664
x25519,199,3963
x25519,200,3963
x25519,201,3963
x25519,202,3963
x25519,203,3963
x25519,204,3963
x25519,205,3963
x25519,206,3963
x25519,207,3963
x25519,208,5225
x25519,209,5225
x25519,210,3963
x25519,211,3963
x25519,212,3963
x25519,213,3963
x25519,214,3963
x25519,215,3963
x25519,216,3963
x25519,217,3963
x25519,218,3963
x25519,219,3963
x25519,220,6664
x25519,221,3963
x25519,222,3963
x25519,223,3963
x25519,224,3963
x25519,225,3963
x25519,226,5225
x25519,227,3963
x25519,228,3963
x25519,229,3963
x25519,230,3963
x25519,231,3963
x25519,232,3963
x25519,233,3963
x25519,234,3963
x25519,235,3963
x25519,236,3963
x25519,237,3963
x25519,238,3963
x25519,239,3963
x25519,240,3963
x25519,241,3963
x25519,242,3963
x25519,243,5225
x25519,244,3963
x25519,245,3963
x25519,246,3963
x25519,247,3963
x25519,248,3963
x25519,249,3963
x25519,250,3963
x25519,251,3963
x25519,252,3963
x25519,253,3963
x25519,254,3963
x25519,255,3963
x25519,256,3963
x25519,257,3963
x25519,258,3963
x25519,259,3963
x25519,260,3963
x25519,261,3963
x25519,262,3963
x25519,263,3963
x25519,264,5225
x25519,265,3963
x25519,266,7926
x25519,267,3963
x25519,268,3963
x25519,269,3963
x25519,270,3963
x25519,271,3963
x25519,272,3963
x25519,273,3963
x25519,274,3963
x25519,275,3963
x25519,276,3963
x25519,277,3963
x25519,278,3963
x25519,279,3963
x25519,280,3963
x25519,281,3963
x25519,282,3963
x25519,283,3963
x25519,284,3963
x25519,285,6664
x25519,286,5225
x25519,287,3963
x25519,288,3963
x25519,289,3963
x25519,290,3963
x25519,291,3963
x25519,292,3963
x25519,293,3963
x25519,294,3963
x25519,295,3963
x25519,296,3963
x25519,297,3963
x25519,298,3963
x25519,299,6664
x25519,300,3963
x25519,301,3963
x25519,302,3963
x25519,303,3963
x25519,304,3963
x25519,305,3963
x25519,306,3963
x25519,307,3963
x25519,308,3963
x25519,309,3963
x25519,310,3963
x25519,311,3963
x25519,312,3963
x25519,313,3963
x25519,314,3963
x25519,315,6664
x25519,316,3963
x25519,317,3963
x25519,318,3963
x25519,319,3963
x25519,320,3963
x25519,321,3963
x25519,322,3963
x25519,323,3963
x25519,324,6664
x25519,325,3963
x25519,326,3963
x25519,327,3963
x25519,328,3963
x25519,329,5225
x25519,330,3963
x25519,331,3963
x25519,332,3963
x25519,333,3963
x25519,334,3963
x25519,335,3963
x25519,336,3963
x25519,337,3963
x25519,338,3963
x25519,339,3963
x25519,340,3963
x25519,341,3963
x25519,342,3963
x25519,343,3963
x25519,344,3963
x25519,345,3963
x25519,346,3963
x25519,347,3963
x25519,348,3963
x25519,349,3963
x25519,350,3963
x25519,351,3963
x25519,352,3963
x25519,353,3963
x25519,354,3963
x25519,355,3963
x25519,356,3963
x25519,357,3963
x25519,358,3963
x25519,359,6487
x25519,360,3963
x25519,361,3963
x25519,362,10627
x25519,363,3963
x25519,364,3963
x25519,365,3963
x25519,366,3963
x25519,367,3963
x25519,368,3963
x25519,369,3963
x25519,370,3963
x25519,371,3963
x25519,372,3963
x25519,373,3963
x25519,374,3963
x25519,375,3963
x25519,376,3963
x25519,377,3963
x25519,378,5225
x25519,379,3963
x25519,380,3963
x25519,381,3963
x25519,382,3963
x25519,383,3963
x25519,384,3963
x25519,385,3963
x25519,386,3963
x25519,387,3963
x25519,388,3963
x25519,389,3963
x25519,390,6664
x25519,391,3963
x25519,392,3963
x25519,393,3963
x25519,394,3963
x25519,395,3963
x25519,396,3963
x25519,397,3963
x25519,398,3963
x25519,399,3963
x25519,400,6664
x25519,401,3963
x25519,402,3963
x25519,403,6664
x25519,404,3963
x25519,405,3963
x25519,406,3963
x25519,407,3963
x25519,408,3963
x25519,409,3963
x25519,410,3963
x25519,411,3963
x25519,412,3963
x25519,413,6664
x25519,414,3963
x25519,415,3963
x25519,416,3963
x25519,417,3963
x25519,418,3963
x25519,419,3963
x25519,420,3963
x25519,421,3963
x25519,422,3963
x25519,423,3963
x25519,424,3963
x25519,425,3963
x25519,426,3963
x25519,427,3963
x25519,428,3963
x25519,429,3963
x25519,430,3963
x25519,431,3963
x25519,432,3963
x25519,433,3963
x25519,434,3963
x25519,435,5225
x25519,436,5225
x25519,437,3963
x25519,438,3963
x25519,439,3963
x25519,440,3963
x25519,441,3963
x25519,442,3963
x25519,443,3963
x25519,444,3963
x25519,445,3963
x25519,446,3963
x25519,447,3963
x25519,448,3963
x25519,449,6664
x25519,450,3963
x25519,451,3963
x25519,452,3963
x25519,453,3963
x25519,454,3963
x25519,455,3963
x25519,456,3963
x25519,457,3963
x25519,458,3963
x25519,459,3963
x25519,460,3963
x25519,461,3963
x25519,462,3963
x25519,463,3963
x25519,464,3963
x25519,465,3963
x25519,466,6664
x25519,467,3963
x25519,468,3963
x25519,469,6664
x25519,470,3963
x25519,471,3963
x25519,472,3963
x25519,473,3963
x25519,474,3963
x25519,475,5225
x25519,476,3963
p256_mlkem512,1,5550
p256_mlkem512,2,5550
p256_mlkem512,3,5550
p256_mlkem512,4,5550
p256_mlkem512,5,5550
p256_mlkem512,6,5550
p256_mlkem512,7,5550
p256_mlkem512,8,5550
p256_mlkem512,9,5550
p256_mlkem512,10,5550
p256_mlkem512,11,5550
